month,state,district,bio_age_5_17,bio_age_17_
2025-11-01,Nagaland,Longleng,25,76
2025-11-01,Nagaland,Meluri,91,289
2025-11-01,Nagaland,Mokokchung,303,448
2025-11-01,Nagaland,Mon,1240,493
2025-11-01,Nagaland,Niuland,5,8
2025-11-01,Nagaland,Noklak,17,39
2025-11-01,Nagaland,Peren,133,178
2025-11-01,Nagaland,Phek,121,329
2025-11-01,Nagaland,Shamator,0,8
2025-11-01,Nagaland,Tseminyu,5,7
2025-11-01,Nagaland,Tuensang,212,540
2025-11-01,Nagaland,Wokha,182,177
2025-11-01,Nagaland,Zunheboto,162,424
2025-11-01,ODISHA,NUAPADA,0,4
2025-11-01,Odisha,ANUGUL,0,11
2025-11-01,Odisha,Angul,2955,2034
2025-11-01,Odisha,Anugal,0,2
2025-11-01,Odisha,Anugul,41,210
2025-11-01,Odisha,Balangir,4926,2668
2025-11-01,Odisha,Baleshwar,749,1541
2025-11-01,Odisha,Baleswar,8460,3081
2025-11-01,Odisha,Bargarh,5515,2721
2025-11-01,Odisha,Baudh,143,237
2025-11-01,Odisha,Bhadrak,5227,2962
2025-11-01,Odisha,Boudh,1504,795
2025-11-01,Odisha,Cuttack,7220,4382
2025-11-01,Odisha,Debagarh,1048,502
2025-11-01,Odisha,Dhenkanal,4022,2195
2025-11-01,Odisha,Gajapati,4038,1912
2025-11-01,Odisha,Ganjam,10590,6484
2025-11-01,Odisha,JAJPUR,1685,789
2025-11-01,Odisha,Jagatsinghapur,4901,1566
2025-11-01,Odisha,Jagatsinghpur,699,1119
2025-11-01,Odisha,Jajapur,2809,2765
2025-11-01,Odisha,Jajpur,6,28
2025-11-01,Odisha,Jharsuguda,1934,986
2025-11-01,Odisha,Kalahandi,3392,3385
2025-11-01,Odisha,Kandhamal,3201,1908
2025-11-01,Odisha,Kendrapara,5376,2755
2025-11-01,Odisha,Kendujhar,4512,3480
2025-11-01,Odisha,Khorda,6174,2977
2025-11-01,Odisha,Khordha,350,1026
2025-11-01,Odisha,Koraput,3668,3015
2025-11-01,Odisha,Malkangiri,2520,1332
2025-11-01,Odisha,Mayurbhanj,10162,5500
2025-11-01,Odisha,NAYAGARH,0,3
2025-11-01,Odisha,NUAPADA,9,27
2025-11-01,Odisha,Nabarangapur,3361,2272
2025-11-01,Odisha,Nayagarh,3447,1865
2025-11-01,Odisha,Nuapada,2049,1116
2025-11-01,Odisha,Puri,5046,2823
2025-11-01,Odisha,Rayagada,3035,2283
2025-11-01,Odisha,Sambalpur,3050,2015
2025-11-01,Odisha,Sonapur,2265,771
2025-11-01,Odisha,Subarnapur,250,280
2025-11-01,Odisha,Sundargarh,246,1106
2025-11-01,Odisha,Sundergarh,3813,3129
2025-11-01,Odisha,jajpur,5,18
2025-11-01,Orissa,Anugul,14,35
2025-11-01,Orissa,Anugul  *,0,1
2025-11-01,Orissa,Balangir,252,722
2025-11-01,Orissa,Baleshwar,201,367
2025-11-01,Orissa,Baleswar,1,2
2025-11-01,Orissa,Bargarh,49,86
2025-11-01,Orissa,Baudh,0,2
2025-11-01,Orissa,Bhadrak,160,423
2025-11-01,Orissa,Cuttack,109,475
2025-11-01,Orissa,Debagarh,1,2
2025-11-01,Orissa,Dhenkanal,66,121
2025-11-01,Orissa,Gajapati,4,12
2025-11-01,Orissa,Ganjam,227,585
2025-11-01,Orissa,Jagatsinghapur,21,37
2025-11-01,Orissa,Jajapur,21,91
2025-11-01,Orissa,Jharsuguda,2,19
2025-11-01,Orissa,Kalahandi,2,2
2025-11-01,Orissa,Kandhamal,14,41
2025-11-01,Orissa,Kendrapara,11,49
2025-11-01,Orissa,Kendujhar,7,62
2025-11-01,Orissa,Khorda,0,1
2025-11-01,Orissa,Khordha,256,1339
2025-11-01,Orissa,Koraput,19,103
2025-11-01,Orissa,Malkangiri,9,25
2025-11-01,Orissa,Mayurbhanj,2,18
2025-11-01,Orissa,Nabarangapur,0,2
2025-11-01,Orissa,Nayagarh,77,170
2025-11-01,Orissa,Puri,131,273
2025-11-01,Orissa,Rayagada,18,135
2025-11-01,Orissa,Sambalpur,8,25
2025-11-01,Orissa,Sonapur,8,9
2025-11-01,Orissa,Subarnapur,5,3
2025-11-01,Orissa,Sundargarh,46,170
2025-11-01,Pondicherry,Cuddalore,0,2
2025-11-01,Pondicherry,Karaikal,43,776
2025-11-01,Pondicherry,Pondicherry,652,3013
2025-11-01,Pondicherry,Viluppuram,1,2
2025-11-01,Pondicherry,Yanam,0,22
2025-11-01,Puducherry,Karaikal,759,869
2025-11-01,Puducherry,Pondicherry,2,13
2025-11-01,Puducherry,Puducherry,2074,1373
2025-11-01,Puducherry,Yanam,7,4
2025-11-01,Punjab,Amritsar,5023,6253
2025-11-01,Punjab,Barnala,2334,1115
2025-11-01,Punjab,Bathinda,5156,3339
2025-11-01,Punjab,Faridkot,1788,1922
2025-11-01,Punjab,Fatehgarh Sahib,2838,1308
2025-11-01,Punjab,Fazilka,2285,1832
2025-11-01,Punjab,Ferozepur,3279,1831
2025-11-01,Punjab,Firozpur,272,763
2025-11-01,Punjab,Gurdaspur,2166,5351
2025-11-01,Punjab,Hoshiarpur,2530,4127
2025-11-01,Punjab,Jalandhar,5058,6534
2025-11-01,Punjab,Kapurthala,1585,2368
2025-11-01,Punjab,Ludhiana,8015,8567
2025-11-01,Punjab,Malerkotla,667,559
2025-11-01,Punjab,Mansa,3072,2160
2025-11-01,Punjab,Moga,1714,2544
2025-11-01,Punjab,Muktsar,111,695
2025-11-01,Punjab,Nawanshahr,38,1028
2025-11-01,Punjab,Pathankot,1316,1037
2025-11-01,Punjab,Patiala,5184,4658
2025-11-01,Punjab,Rupnagar,1320,2059
2025-11-01,Punjab,S.A.S Nagar(Mohali),47,465
2025-11-01,Punjab,SAS Nagar (Mohali),2137,2200
2025-11-01,Punjab,Sangrur,4818,3215
2025-11-01,Punjab,Shaheed Bhagat Singh Nagar,1370,1205
2025-11-01,Punjab,Sri Muktsar Sahib,2433,2043
2025-11-01,Punjab,Tarn Taran,1920,3206
2025-11-01,Rajasthan,Ajmer,7020,7673
2025-11-01,Rajasthan,Alwar,10869,9191
2025-11-01,Rajasthan,Banswara,4524,7125
2025-11-01,Rajasthan,Baran,2604,5416
2025-11-01,Rajasthan,Barmer,8660,10895
2025-11-01,Rajasthan,Bharatpur,7518,6562
2025-11-01,Rajasthan,Bhilwara,6467,10785
2025-11-01,Rajasthan,Bikaner,5977,6908
2025-11-01,Rajasthan,Bundi,2580,3500
2025-11-01,Rajasthan,Chittaurgarh,75,279
2025-11-01,Rajasthan,Chittorgarh,2927,2862
2025-11-01,Rajasthan,Churu,5574,6644
2025-11-01,Rajasthan,Dausa,4976,5594
2025-11-01,Rajasthan,Deeg,1,41
2025-11-01,Rajasthan,Deeg ,1,2
2025-11-01,Rajasthan,Dhaulpur,9,54
2025-11-01,Rajasthan,Dholpur,4113,2482
2025-11-01,Rajasthan,Didwana-Kuchaman,0,2
2025-11-01,Rajasthan,Dungarpur,5825,5577
2025-11-01,Rajasthan,Ganganagar,3608,5464
2025-11-01,Rajasthan,Hanumangarh,3243,5176
2025-11-01,Rajasthan,Jaipur,16529,20598
2025-11-01,Rajasthan,Jaisalmer,1587,2459
2025-11-01,Rajasthan,Jalor,5027,5734
2025-11-01,Rajasthan,Jalore,0,3
2025-11-01,Rajasthan,Jhalawar,3511,5454
2025-11-01,Rajasthan,Jhunjhunu,72,257
2025-11-01,Rajasthan,Jhunjhunun,4472,5502
2025-11-01,Rajasthan,Jodhpur,8683,10917
2025-11-01,Rajasthan,Karauli,4936,3118
2025-11-01,Rajasthan,Kota,3789,5535
2025-11-01,Rajasthan,Nagaur,8160,11911
2025-11-01,Rajasthan,Pali,5545,10116
2025-11-01,Rajasthan,Pratapgarh,2083,3051
2025-11-01,Rajasthan,Rajsamand,2691,3724
2025-11-01,Rajasthan,Sawai Madhopur,3983,4725
2025-11-01,Rajasthan,Sikar,5094,7451
2025-11-01,Rajasthan,Sirohi,4566,4267
2025-11-01,Rajasthan,Tonk,3951,4477
2025-11-01,Rajasthan,Udaipur,9403,10568
2025-11-01,Sikkim,East,256,220
2025-11-01,Sikkim,East Sikkim,373,94
2025-11-01,Sikkim,Namchi,0,1
2025-11-01,Sikkim,North,17,22
2025-11-01,Sikkim,North Sikkim,110,35
2025-11-01,Sikkim,South,72,165
2025-11-01,Sikkim,South Sikkim,88,56
2025-11-01,Sikkim,West,58,91
2025-11-01,Sikkim,West Sikkim,89,65
2025-11-01,Tamil Nadu,Ariyalur,4612,2761
2025-11-01,Tamil Nadu,Chengalpattu,934,205
2025-11-01,Tamil Nadu,Chennai,20672,9651
2025-11-01,Tamil Nadu,Coimbatore,7631,12641
2025-11-01,Tamil Nadu,Cuddalore,13058,8897
2025-11-01,Tamil Nadu,Dharmapuri,8623,4169
2025-11-01,Tamil Nadu,Dindigul,7665,10860
2025-11-01,Tamil Nadu,Erode,12178,8842
2025-11-01,Tamil Nadu,Kallakurichi,339,216
2025-11-01,Tamil Nadu,Kancheepuram,23753,10682
2025-11-01,Tamil Nadu,Kanchipuram,0,5
2025-11-01,Tamil Nadu,Kanniyakumari,4336,3768
2025-11-01,Tamil Nadu,Kanyakumari,4079,653
2025-11-01,Tamil Nadu,Karur,3861,2627
2025-11-01,Tamil Nadu,Krishnagiri,13509,4980
2025-11-01,Tamil Nadu,Madurai,15954,9836
2025-11-01,Tamil Nadu,Mayiladuthurai,859,130
2025-11-01,Tamil Nadu,Nagapattinam,4798,7100
2025-11-01,Tamil Nadu,Namakkal,10036,6948
2025-11-01,Tamil Nadu,Perambalur,3620,4041
2025-11-01,Tamil Nadu,Pudukkottai,5805,9464
2025-11-01,Tamil Nadu,Ramanathapuram,5689,5330
2025-11-01,Tamil Nadu,Ranipet,169,43
2025-11-01,Tamil Nadu,Salem,16329,11404
2025-11-01,Tamil Nadu,Sivaganga,8510,5348
2025-11-01,Tamil Nadu,Tenkasi,1794,305
2025-11-01,Tamil Nadu,Thanjavur,8609,10414
2025-11-01,Tamil Nadu,The Nilgiris,2915,1885
2025-11-01,Tamil Nadu,Theni,5044,4140
2025-11-01,Tamil Nadu,Thiruvallur,169,408
2025-11-01,Tamil Nadu,Thiruvarur,5535,5426
2025-11-01,Tamil Nadu,Thoothukkudi,13370,6483
2025-11-01,Tamil Nadu,Tiruchirappalli,11776,11994
2025-11-01,Tamil Nadu,Tirunelveli,18076,11526
2025-11-01,Tamil Nadu,Tirupathur,23,4
2025-11-01,Tamil Nadu,Tirupattur,2290,235
2025-11-01,Tamil Nadu,Tiruppur,10828,7909
2025-11-01,Tamil Nadu,Tiruvallur,21206,10779
2025-11-01,Tamil Nadu,Tiruvannamalai,9449,7238
2025-11-01,Tamil Nadu,Tuticorin,0,2
2025-11-01,Tamil Nadu,Vellore,17790,10949
2025-11-01,Tamil Nadu,Villupuram,15890,4108
2025-11-01,Tamil Nadu,Viluppuram,2953,9381
2025-11-01,Tamil Nadu,Virudhunagar,14230,7248
2025-11-01,Telangana,Adilabad,7183,4183
2025-11-01,Telangana,Bhadradri Kothagudem,2036,1288
2025-11-01,Telangana,Hanumakonda,237,638
2025-11-01,Telangana,Hyderabad,19599,8250
2025-11-01,Telangana,Jagitial,1050,325
2025-11-01,Telangana,Jangaon,51,22
2025-11-01,Telangana,Jangoan,919,428
2025-11-01,Telangana,Jayashankar Bhupalpally,340,267
2025-11-01,Telangana,Jogulamba Gadwal,944,447
2025-11-01,Telangana,K.v. Rangareddy,17132,11727
2025-11-01,Telangana,Kamareddy,1423,783
2025-11-01,Telangana,Karimnagar,8229,6962
2025-11-01,Telangana,Khammam,6909,1676
2025-11-01,Telangana,Komaram Bheem,968,439
2025-11-01,Telangana,Mahabubabad,1227,404
2025-11-01,Telangana,Mahabubnagar,13325,8283
2025-11-01,Telangana,Mancherial,1452,531
2025-11-01,Telangana,Medak,9579,7396
2025-11-01,Telangana,Medchal-malkajgiri,1878,1327
2025-11-01,Telangana,Medchal−malkajgiri,960,290
2025-11-01,Telangana,Mulugu,478,231
2025-11-01,Telangana,Nagarkurnool,1221,438
2025-11-01,Telangana,Nalgonda,10971,5769
2025-11-01,Telangana,Narayanpet,359,270
2025-11-01,Telangana,Nirmal,1129,1042
2025-11-01,Telangana,Nizamabad,9572,5629
2025-11-01,Telangana,Peddapalli,370,380
2025-11-01,Telangana,Rajanna Sircilla,865,399
2025-11-01,Telangana,Rangareddy,82,108
2025-11-01,Telangana,Sangareddy,2796,856
2025-11-01,Telangana,Siddipet,2258,890
2025-11-01,Telangana,Suryapet,1398,1152
2025-11-01,Telangana,Vikarabad,1392,682
2025-11-01,Telangana,Wanaparthy,672,460
2025-11-01,Telangana,Warangal,7806,3959
2025-11-01,Telangana,Warangal (urban),2,0
2025-11-01,Telangana,Warangal Rural,659,372
2025-11-01,Telangana,Warangal Urban,741,317
2025-11-01,Telangana,Yadadri.,1529,464
2025-11-01,Tripura,Dhalai,1440,991
2025-11-01,Tripura,Dhalai  *,17,37
2025-11-01,Tripura,Gomati,2092,314
2025-11-01,Tripura,Khowai,505,162
2025-11-01,Tripura,North Tripura,3206,2293
2025-11-01,Tripura,Sepahijala,1145,565
2025-11-01,Tripura,South Tripura,2964,3699
2025-11-01,Tripura,Unakoti,663,344
2025-11-01,Tripura,West Tripura,3669,4961
2025-11-01,Uttar Pradesh,Agra,16983,9897
2025-11-01,Uttar Pradesh,Aligarh,15128,6911
2025-11-01,Uttar Pradesh,Allahabad,16926,10629
2025-11-01,Uttar Pradesh,Ambedkar Nagar,7686,3813
2025-11-01,Uttar Pradesh,Amethi,6633,3897
2025-11-01,Uttar Pradesh,Amroha,6817,3874
2025-11-01,Uttar Pradesh,Auraiya,5188,2257
2025-11-01,Uttar Pradesh,Auraiya *,1,0
2025-11-01,Uttar Pradesh,Ayodhya,487,416
2025-11-01,Uttar Pradesh,Azamgarh,12390,8671
2025-11-01,Uttar Pradesh,Baghpat,4479,2503
2025-11-01,Uttar Pradesh,Bagpat,0,1
2025-11-01,Uttar Pradesh,Bahraich,15519,5060
2025-11-01,Uttar Pradesh,Ballia,8769,5826
2025-11-01,Uttar Pradesh,Balrampur,10702,4561
2025-11-01,Uttar Pradesh,Banda,6399,4025
2025-11-01,Uttar Pradesh,Bara Banki,12344,5838
2025-11-01,Uttar Pradesh,Barabanki,109,559
2025-11-01,Uttar Pradesh,Bareilly,18669,10078
2025-11-01,Uttar Pradesh,Basti,7273,4613
2025-11-01,Uttar Pradesh,Bhadohi,403,263
2025-11-01,Uttar Pradesh,Bijnor,14522,9423
2025-11-01,Uttar Pradesh,Budaun,9982,4162
2025-11-01,Uttar Pradesh,Bulandshahar,12,40
2025-11-01,Uttar Pradesh,Bulandshahr,16604,5497
2025-11-01,Uttar Pradesh,Chandauli,6490,3441
2025-11-01,Uttar Pradesh,Chitrakoot,4809,2504
2025-11-01,Uttar Pradesh,Deoria,8340,6291
2025-11-01,Uttar Pradesh,Etah,6142,2658
2025-11-01,Uttar Pradesh,Etawah,5063,2990
2025-11-01,Uttar Pradesh,Faizabad,6062,3741
2025-11-01,Uttar Pradesh,Farrukhabad,6800,2967
2025-11-01,Uttar Pradesh,Fatehpur,8294,5142
2025-11-01,Uttar Pradesh,Firozabad,8548,4230
2025-11-01,Uttar Pradesh,Gautam Buddha Nagar,5929,4203
2025-11-01,Uttar Pradesh,Ghaziabad,12964,10321
2025-11-01,Uttar Pradesh,Ghazipur,8883,5612
2025-11-01,Uttar Pradesh,Gonda,11154,6266
2025-11-01,Uttar Pradesh,Gorakhpur,11915,10370
2025-11-01,Uttar Pradesh,Hamirpur,4220,1970
2025-11-01,Uttar Pradesh,Hapur,5528,2227
2025-11-01,Uttar Pradesh,Hardoi,17458,6460
2025-11-01,Uttar Pradesh,Hathras,6016,1968
2025-11-01,Uttar Pradesh,Jalaun,4549,3125
2025-11-01,Uttar Pradesh,Jaunpur,11692,8626
2025-11-01,Uttar Pradesh,Jhansi,8435,5260
2025-11-01,Uttar Pradesh,Jyotiba Phule Nagar,4,48
2025-11-01,Uttar Pradesh,Kannauj,5374,2800
2025-11-01,Uttar Pradesh,Kanpur Dehat,5304,2499
2025-11-01,Uttar Pradesh,Kanpur Nagar,10984,10872
2025-11-01,Uttar Pradesh,Kasganj,5984,3011
2025-11-01,Uttar Pradesh,Kaushambi,6188,3194
2025-11-01,Uttar Pradesh,Kheri,18910,6637
2025-11-01,Uttar Pradesh,Kushinagar,10356,7907
2025-11-01,Uttar Pradesh,Kushinagar *,10,9
2025-11-01,Uttar Pradesh,Lalitpur,4627,3276
2025-11-01,Uttar Pradesh,Lucknow,13377,9925
2025-11-01,Uttar Pradesh,Maharajganj,7443,4969
2025-11-01,Uttar Pradesh,Mahoba,3385,1670
2025-11-01,Uttar Pradesh,Mahrajganj,5,4
2025-11-01,Uttar Pradesh,Mainpuri,5755,2959
2025-11-01,Uttar Pradesh,Mathura,8368,4359
2025-11-01,Uttar Pradesh,Mau,4852,5388
2025-11-01,Uttar Pradesh,Meerut,14004,8492
2025-11-01,Uttar Pradesh,Mirzapur,7125,3999
2025-11-01,Uttar Pradesh,Moradabad,17123,7702
2025-11-01,Uttar Pradesh,Muzaffarnagar,9880,7094
2025-11-01,Uttar Pradesh,Pilibhit,8737,4714
2025-11-01,Uttar Pradesh,Pratapgarh,7960,5413
2025-11-01,Uttar Pradesh,Prayagraj,1169,778
2025-11-01,Uttar Pradesh,Rae Bareli,7999,5073
2025-11-01,Uttar Pradesh,Raebareli,2,0
2025-11-01,Uttar Pradesh,Rampur,8377,5990
2025-11-01,Uttar Pradesh,Saharanpur,13369,9744
2025-11-01,Uttar Pradesh,Sambhal,8817,3431
2025-11-01,Uttar Pradesh,Sant Kabir Nagar,6300,4161
2025-11-01,Uttar Pradesh,Sant Ravidas Nagar,4391,2852
2025-11-01,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,9,17
2025-11-01,Uttar Pradesh,Shahjahanpur,13701,5009
2025-11-01,Uttar Pradesh,Shamli,9167,5999
2025-11-01,Uttar Pradesh,Shrawasti,3940,2160
2025-11-01,Uttar Pradesh,Siddharthnagar,8464,4805
2025-11-01,Uttar Pradesh,Sitapur,19198,6734
2025-11-01,Uttar Pradesh,Sonbhadra,5584,3258
2025-11-01,Uttar Pradesh,Sultanpur,9205,4302
2025-11-01,Uttar Pradesh,Unnao,8584,5168
2025-11-01,Uttar Pradesh,Varanasi,12049,8872
2025-11-01,Uttarakhand,Almora,2177,1594
2025-11-01,Uttarakhand,Bageshwar,1499,1456
2025-11-01,Uttarakhand,Chamoli,1374,1131
2025-11-01,Uttarakhand,Champawat,1847,1317
2025-11-01,Uttarakhand,Dehradun,9655,6755
2025-11-01,Uttarakhand,Garhwal,6,75
2025-11-01,Uttarakhand,Hardwar,70,204
2025-11-01,Uttarakhand,Haridwar,13613,4760
2025-11-01,Uttarakhand,Nainital,5487,3336
2025-11-01,Uttarakhand,Pauri Garhwal,5519,2661
2025-11-01,Uttarakhand,Pithoragarh,2084,1198
2025-11-01,Uttarakhand,Rudraprayag,3261,1600
2025-11-01,Uttarakhand,Tehri Garhwal,4898,4167
2025-11-01,Uttarakhand,Udham Singh Nagar,14408,6891
2025-11-01,Uttarakhand,Uttarkashi,2405,971
2025-11-01,WEST BENGAL,HOOGHLY,0,4
2025-11-01,WEST BENGAL,HOWRAH,0,3
2025-11-01,WEST BENGAL,hooghly,0,1
2025-11-01,WESTBENGAL,HOOGHLY,0,5
2025-11-01,West  Bengal,Hooghly,3,7
2025-11-01,West Bangal,Hooghly,4,3
2025-11-01,West Bangal,Howrah,1,6
2025-11-01,West Bengal,Alipurduar,288,303
2025-11-01,West Bengal,Bally Jagachha,0,1
2025-11-01,West Bengal,Bankura,4988,7181
2025-11-01,West Bengal,Barddhaman,6813,13219
2025-11-01,West Bengal,Bardhaman,258,2223
2025-11-01,West Bengal,Birbhum,4505,9060
2025-11-01,West Bengal,Cooch Behar,1478,2439
2025-11-01,West Bengal,Dakshin Dinajpur,1588,2758
2025-11-01,West Bengal,Darjeeling,1276,2914
2025-11-01,West Bengal,Darjiling,49,278
2025-11-01,West Bengal,Domjur,0,1
2025-11-01,West Bengal,East Midnapore,529,3504
2025-11-01,West Bengal,East Midnapur,0,4
2025-11-01,West Bengal,East midnapore,0,2
2025-11-01,West Bengal,HOOGHLY,1,3
2025-11-01,West Bengal,HOWRAH,1,3
2025-11-01,West Bengal,Haora,383,2751
2025-11-01,West Bengal,Hawrah,1,4
2025-11-01,West Bengal,Hooghiy,0,2
2025-11-01,West Bengal,Hooghly,5266,10179
2025-11-01,West Bengal,Howrah,3515,5496
2025-11-01,West Bengal,Hugli,19,98
2025-11-01,West Bengal,Jalpaiguri,2720,4986
2025-11-01,West Bengal,Jhargram,208,167
2025-11-01,West Bengal,Kalimpong,62,40
2025-11-01,West Bengal,Koch Bihar,246,1714
2025-11-01,West Bengal,Kolkata,2831,6801
2025-11-01,West Bengal,MALDA,0,8
2025-11-01,West Bengal,Malda,3803,6136
2025-11-01,West Bengal,Maldah,292,1706
2025-11-01,West Bengal,Medinipur,11,18
2025-11-01,West Bengal,Murshidabad,8794,14561
2025-11-01,West Bengal,NADIA,0,1
2025-11-01,West Bengal,Nadia,4483,8133
2025-11-01,West Bengal,North 24 Parganas,8024,13482
2025-11-01,West Bengal,North Dinajpur,29,197
2025-11-01,West Bengal,North Twenty Four Parganas,302,1890
2025-11-01,West Bengal,Paschim Bardhaman,484,553
2025-11-01,West Bengal,Paschim Medinipur,7379,10493
2025-11-01,West Bengal,Purba Bardhaman,565,572
2025-11-01,West Bengal,Purba Medinipur,5584,8782
2025-11-01,West Bengal,Purulia,117,475
2025-11-01,West Bengal,Puruliya,3567,6916
2025-11-01,West Bengal,South 24 Parganas,8358,14703
2025-11-01,West Bengal,South Dinajpur,37,245
2025-11-01,West Bengal,South Twenty Four Parganas,531,3757
2025-11-01,West Bengal,Uttar Dinajpur,2799,7445
2025-11-01,West Bengal,West Medinipur,1,0
2025-11-01,West Bengal,West Midnapore,447,2405
2025-11-01,West Bengal,east midnapore,0,1
2025-11-01,West Bengal,hooghly,0,10
2025-11-01,West Bengal,nadia,0,1
2025-11-01,West bengal,South 24 Parganas,0,1
2025-11-01,West bengal,hooghly,0,4
2025-11-01,Westbengal,Hooghly,1,4
2025-11-01,Westbengal,Howrah,0,1
2025-11-01,andhra pradesh,chittoor,6,8
2025-11-01,andhra pradesh,rangareddi,0,1
2025-11-01,odisha,Gajapati,0,6
2025-12-01,Andaman & Nicobar Islands,Andamans,90,232
2025-12-01,Andaman & Nicobar Islands,Nicobars,0,1
2025-12-01,Andaman & Nicobar Islands,South Andaman,11,94
2025-12-01,Andaman and Nicobar Islands,Nicobar,212,53
2025-12-01,Andaman and Nicobar Islands,North And Middle Andaman,443,148
2025-12-01,Andaman and Nicobar Islands,South Andaman,959,272
2025-12-01,Andhra Pradesh,Adilabad,1641,4749
2025-12-01,Andhra Pradesh,Alluri Sitharama Raju,868,1362
2025-12-01,Andhra Pradesh,Anakapalli,455,519
2025-12-01,Andhra Pradesh,Anantapur,3306,8544
2025-12-01,Andhra Pradesh,Ananthapur,3475,3053
2025-12-01,Andhra Pradesh,Ananthapuramu,5008,2574
2025-12-01,Andhra Pradesh,Annamayya,734,605
2025-12-01,Andhra Pradesh,Bapatla,699,298
2025-12-01,Andhra Pradesh,Chittoor,12329,11265
2025-12-01,Andhra Pradesh,Cuddapah,11700,8209
2025-12-01,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,656,440
2025-12-01,Andhra Pradesh,East Godavari,19540,12262
2025-12-01,Andhra Pradesh,Eluru,600,427
2025-12-01,Andhra Pradesh,Guntur,16537,13427
2025-12-01,Andhra Pradesh,Hyderabad,3287,10852
2025-12-01,Andhra Pradesh,K.V.Rangareddy,44,114
2025-12-01,Andhra Pradesh,K.v. Rangareddy,64,44
2025-12-01,Andhra Pradesh,Kakinada,890,536
2025-12-01,Andhra Pradesh,Karim Nagar,71,275
2025-12-01,Andhra Pradesh,Karimnagar,788,1607
2025-12-01,Andhra Pradesh,Khammam,1740,2368
2025-12-01,Andhra Pradesh,Krishna,11541,10526
2025-12-01,Andhra Pradesh,Kurnool,18073,14045
2025-12-01,Andhra Pradesh,Mahabub Nagar,105,2423
2025-12-01,Andhra Pradesh,Mahabubnagar,8,18
2025-12-01,Andhra Pradesh,Mahbubnagar,375,1784
2025-12-01,Andhra Pradesh,Medak,989,2019
2025-12-01,Andhra Pradesh,N. T. R,661,617
2025-12-01,Andhra Pradesh,Nalgonda,933,3577
2025-12-01,Andhra Pradesh,Nandyal,840,505
2025-12-01,Andhra Pradesh,Nellore,7405,6996
2025-12-01,Andhra Pradesh,Nizamabad,532,1015
2025-12-01,Andhra Pradesh,Palnadu,610,443
2025-12-01,Andhra Pradesh,Parvathipuram Manyam,397,667
2025-12-01,Andhra Pradesh,Prakasam,11605,9523
2025-12-01,Andhra Pradesh,Rangareddi,1848,5218
2025-12-01,Andhra Pradesh,Sri Potti Sriramulu Nellore,724,381
2025-12-01,Andhra Pradesh,Sri Sathya Sai,474,705
2025-12-01,Andhra Pradesh,Srikakulam,9120,8483
2025-12-01,Andhra Pradesh,Tirupati,602,539
2025-12-01,Andhra Pradesh,Visakhapatnam,16861,13639
2025-12-01,Andhra Pradesh,Vizianagaram,10043,8271
2025-12-01,Andhra Pradesh,Warangal,1555,4302
2025-12-01,Andhra Pradesh,West Godavari,12900,9890
2025-12-01,Andhra Pradesh,Y. S. R,709,473
2025-12-01,Arunachal Pradesh,Anjaw,85,38
2025-12-01,Arunachal Pradesh,Changlang,886,215
2025-12-01,Arunachal Pradesh,Dibang Valley,14,9
2025-12-01,Arunachal Pradesh,East Kameng,199,48
2025-12-01,Arunachal Pradesh,East Siang,493,95
2025-12-01,Arunachal Pradesh,Kamle,2,2
2025-12-01,Arunachal Pradesh,Kra Daadi,67,19
2025-12-01,Arunachal Pradesh,Kurung Kumey,141,18
2025-12-01,Arunachal Pradesh,Leparada,3,0
2025-12-01,Arunachal Pradesh,Lohit,448,266
2025-12-01,Arunachal Pradesh,Longding,102,73
2025-12-01,Arunachal Pradesh,Lower Dibang Valley,172,97
2025-12-01,Arunachal Pradesh,Lower Siang,25,3
2025-12-01,Arunachal Pradesh,Lower Subansiri,110,44
2025-12-01,Arunachal Pradesh,Namsai,582,155
2025-12-01,Arunachal Pradesh,Pakke Kessang,2,0
2025-12-01,Arunachal Pradesh,Papum Pare,568,207
2025-12-01,Arunachal Pradesh,Shi-yomi,33,40
2025-12-01,Arunachal Pradesh,Siang,134,33
2025-12-01,Arunachal Pradesh,Tawang,326,47
2025-12-01,Arunachal Pradesh,Tirap,88,44
2025-12-01,Arunachal Pradesh,Upper Siang,395,41
2025-12-01,Arunachal Pradesh,Upper Subansiri,203,119
2025-12-01,Arunachal Pradesh,West Kameng,816,240
2025-12-01,Arunachal Pradesh,West Siang,238,83
2025-12-01,Assam,Bajali,3,5
2025-12-01,Assam,Baksa,1355,985
2025-12-01,Assam,Barpeta,5057,5212
2025-12-01,Assam,Biswanath,935,423
2025-12-01,Assam,Bongaigaon,2553,1726
2025-12-01,Assam,Cachar,6771,3214
2025-12-01,Assam,Charaideo,541,292
2025-12-01,Assam,Chirang,2555,1909
2025-12-01,Assam,Darrang,2566,1561
2025-12-01,Assam,Dhemaji,2010,1159
2025-12-01,Assam,Dhubri,5809,3160
2025-12-01,Assam,Dibrugarh,1462,623
2025-12-01,Assam,Dima Hasao,5,5
2025-12-01,Assam,Goalpara,3241,2155
2025-12-01,Assam,Golaghat,2736,981
2025-12-01,Assam,Hailakandi,2814,1107
2025-12-01,Assam,Hojai,2684,2008
2025-12-01,Assam,Jorhat,1417,620
